Curso,Nivel,Codigo,Genero,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion,Valoracion_ingenierias,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
BIOINGENIERIA,SENIOR,1003516,Chica,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Nutricion o ingeniera de inteligencia artificial,Muy buena,Muy bien,Sí,Sí,10,Las practicas,La teoria,,5,5,4,1,1,4,5,4,4,5,5,4,5,5,3,5,4,4,1,2,3
BIOINGENIERIA,SENIOR,1006000,Chica,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,"Criminología, ingeniería o tecnología",Muy buena,Bien,Sí,Sí,10,Todo,Nada,Poner más días,5,5,5,1,1,5,5,5,5,3,5,5,5,5,2,3,5,5,1,2,5
BIOINGENIERIA,SENIOR,1006955,Chica,Bien,10,10,Buena,No asistí,Buena,Muy bien,Sí,Biotecnología,Buena,Muy bien,Sí,Sí,9,Neurociencia,Demasiada teoría,,5,5,5,1,1,4,5,5,4,5,4,4,5,5,3,5,4,5,1,2,4
BIOINGENIERIA,SENIOR,1012271,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Cirujano o mecánico,Muy buena,Muy bien,Sí,Sí,10,Todo,No hay,Nada,5,5,5,1,1,5,5,4,5,1,5,5,5,5,1,5,5,5,1,2,3
BIOINGENIERIA,SENIOR,1110209,Chica,Muy bien,8,9,No asistí,No asistí,Buena,Muy bien,Sí,Biología,Buena,Muy bien,Sí,Sí,8,La tinción GRAM y en general el microscopio y las muestras y las practicas,Los temas más teóricos (no eran malos y me gustaba debatir pero me gusto mucho más la teoria),Un poco más de bioingenieria,5,5,5,1,2,5,4,4,5,1,4,4,4,5,2,5,4,3,1,2,4
BIOINGENIERIA,SENIOR,1207020,Chica,Bien,8,9,Buena,No asistí,Buena,Bien,No sé,No lo sé,Buena,Bien,Sí,Sí,10,Los compañeros y los profes,Se podría haber hecho más práctica,Más visitas por la universidad,3,3,4,2,3,3,3,4,4,3,4,3,3,4,4,3,3,4,3,2,4
BIOINGENIERIA,SENIOR,1211000,Chico,Muy bien,10,10,Buena,Buena,Buena,Muy bien,Sí,Farmacia,Buena,Bien,Sí,Sí,10,Todo,Nada,Nose,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
BIOINGENIERIA,SENIOR,1412021,Chica,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,No lo sé,Buena,Regular,Sí,Sí,10,Todo,No lo sé,Nada,5,5,5,3,1,5,5,4,4,4,3,3,4,3,3,2,3,4,4,4,3
BIOINGENIERIA,SENIOR,1502542,Chica,Bien,9,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Astronauta,Buena,Muy bien,Sí,Sí,9,La teoria,Las pantallas de seguridad,"La hora de entrada, es muy pronto",5,5,5,1,1,5,5,5,5,1,5,4,5,5,4,5,3,5,1,1,5
BIOINGENIERIA,SENIOR,1610000,Chico,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,No sé,No sé,Buena,Muy bien,Sí,Sí,10,muchos ejemplos con experimentos,nada,nada,5,5,5,1,4,3,4,3,4,2,5,4,4,4,2,3,4,4,2,2,5
BIOINGENIERIA,SENIOR,1701279,Chica,Bien,10,10,Buena,Buena,Muy buena,Muy bien,Sí,Medicina o ingeniera biomedica,Muy buena,Muy bien,Sí,Sí,10,La gente,Desmayarme,Que sea mas tarde el curso,5,5,5,2,1,4,5,4,4,2,4,5,5,4,3,5,4,4,1,4,4
BIOINGENIERIA,SENIOR,1701657,Chico,Bien,9,10,Buena,No asistí,Buena,Muy bien,Sí,No se,Muy buena,Bien,Sí,Sí,9,El último dia en general,No lo sé,,4,5,5,1,1,5,5,4,5,2,4,5,5,5,3,5,2,5,2,3,4
BIOINGENIERIA,SENIOR,1704572,Chica,Bien,9,10,Muy buena,Buena,Regular,Muy bien,Sí,Cardiocirujana,Buena,Bien,Sí,Sí,10,Las visitas al laboratorio y las practicas con el microscopio,.,.,5,5,5,1,5,5,5,4,5,2,5,4,5,5,3,4,4,5,1,2,5
BIOINGENIERIA,SENIOR,1704950,Chico,Muy bien,10,10,Buena,Buena,Muy buena,Muy bien,Sí,Ingenieria biomedica,Muy buena,Bien,Sí,Sí,10,Los profesores y la practica,✨mi compañera se desmayó✨,"Nada, sois perfectos tal y como sois❤️🥰",5,5,4,1,2,5,4,5,5,2,4,5,4,5,2,4,3,4,1,3,4
BIOINGENIERIA,SENIOR,1706015,Chico,Muy bien,9,10,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniero biomédico,Muy buena,Bien,Sí,Sí,10,Prácticas y profesorado  (apoyo y principal),Algunas partes de teoría,Nada,5,5,5,1,1,5,5,4,5,1,5,5,5,5,5,5,5,5,1,1,5
BIOINGENIERIA,SENIOR,1812143,Chica,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Bio ingeniería / matemáticas con inteligencia artificial,Muy buena,Muy bien,Sí,Sí,10,El buen ambiente ( y los experimentos ),Su fin,Nada,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,4,1,2,5
BIOINGENIERIA,SENIOR,2108376,Chico,Bien,9,10,Buena,Buena,Buena,Bien,No,Ingeniero,Muy buena,Muy bien,Sí,Sí,9,"Los experimentos, especialmente mirar las bacterias al microscopio",Me aburrí un poco con la teoría,Nada. Está muy bien.,5,5,5,1,1,3,5,4,5,2,5,4,5,4,2,5,4,5,1,2,4
BIOINGENIERIA,SENIOR,2205000,Chica,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Pediatra,Muy buena,Bien,Sí,Sí,10,"En general me ha gustado mucho todo, sobre todo las prácticas que hemos hecho y mis compañeros y profesores.",No tengo ninguna queja de este curso. Me he divertido mucho.,"No, todo estaba muy bien organizado y distribuido. Además aprendes un montón al mismo tiempo que te diviertes y haces amigos.",5,5,5,1,1,5,5,4,5,1,5,4,5,5,2,3,5,5,1,2,5
BIOINGENIERIA,SENIOR,2210491,Chica,Muy bien,7,10,Mala,No asistí,,Muy bien,Sí,No se igual medicina pero ingeniería no,Me da igual,Bien,Sí,No,8,Los debates,No era lo que me esperaba creía que iba a ser más orientado a la carrera y a las salidas profesionales me ha parecido simplemente un campamento de biología,Especificar y profundizar más en lo que es la carrera,5,5,5,2,2,5,5,4,4,3,5,4,4,4,5,3,4,4,2,3,5
BIOINGENIERIA,SENIOR,2212587,Chica,Bien,9,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,No se,Buena,Muy bien,Sí,Sí,9,La charla de las drogas,La actividad del vaso,Que se empieza el curso tan pronto,4,4,5,1,3,4,3,4,5,3,5,4,3,4,2,3,2,4,2,1,5
BIOINGENIERIA,SENIOR,2308706,Chica,Muy bien,10,10,Muy buena,Buena,Buena,Muy bien,Sí,Biología/Genética,Buena,Muy bien,Sí,Sí,10,Los experimentos eran muy interesantes y divertidos,Las limitaciones por el Covid-19,Nada.,5,5,5,1,1,4,5,4,5,5,5,5,5,5,3,5,5,4,1,2,4
BIOINGENIERIA,SENIOR,2310590,Chica,Bien,7,10,Muy buena,No asistí,Buena,Muy bien,Sí,Ser neurocirujana,Buena,Muy bien,Sí,Sí,8,La realización de prácticas,Que hay demasiada teoría,Menos teoría,5,5,4,1,2,4,5,3,4,1,4,4,5,4,2,4,5,4,1,2,4
BIOINGENIERIA,SENIOR,2312599,Chica,Bien,8,10,Regular,No asistí,,Muy bien,No sé,No lo sé,Me da igual,Bien,No,No,8,El trato de todos los profesores y los de apoyo,"Pensaba que era un curso en que se explicaba que es la carrera, salidas etc. Entonces no ha sido lo que esperaba",Especificar más que se hace en este curso en la página on-line,4,4,5,1,3,3,3,4,4,3,5,5,4,4,4,3,2,4,2,4,5
BIOINGENIERIA,SENIOR,2404298,Chico,Bien,10,10,Buena,No asistí,Muy buena,Muy bien,Sí,Bioingeniería o algo relacionado con software,Muy buena,Muy bien,Sí,Sí,10,Las prácticas,Nada,Nada. Me ha gustado mucho todo,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,4,5,3,1,1,5
BIOINGENIERIA,SENIOR,2409336,Chico,Bien,9,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,No lo sé,Buena,Muy bien,Sí,Sí,9,Los profesores y las charlas,Las escaleras y las preguntas repetitivas en este formulario,Las preguntas repetitivas en este cuestionario,4,4,3,1,2,3,3,5,4,3,5,4,4,4,1,3,3,5,1,1,3
BIOINGENIERIA,SENIOR,2505253,Chico,Muy bien,9,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Biomédicina/física,Buena,Bien,Sí,Sí,9,Manera de explicar,Kahoot con preguntas de series,,5,5,5,1,1,4,5,3,4,1,5,4,5,4,3,5,4,5,1,3,5
BIOINGENIERIA,SENIOR,2604023,Chico,Bien,9,9,Buena,No asistí,Muy buena,Muy bien,Sí,Ciencias biológicas,Muy buena,Muy bien,Sí,Sí,10,Poder usar materiales que no se encuentran a diario,Las charlas largas y teóricas,Realizar experimentos nuevos cada semana,5,5,5,1,1,4,5,5,5,1,4,5,5,5,2,5,4,5,1,2,5
BIOINGENIERIA,SENIOR,2605000,Chica,Bien,10,10,Muy buena,No asistí,Buena,Muy bien,No sé,Meteoróloga o diseñadora de interiores,Buena,Bien,Sí,Sí,10,La variedad de experimentos y teoría que hemos visto durante esta semanas,Nada,Que los descansos sean más cortos para que tengamos más tiempo del curso,3,3,4,2,3,4,3,3,3,4,4,3,3,4,3,2,4,3,2,3,3
BIOINGENIERIA,SENIOR,2605041,Chica,Muy bien,10,10,Buena,Buena,Muy buena,Muy bien,Sí,Biología-Zoología,Buena,Regular,Sí,Sí,10,La alegría de los monitores y como te explican las cosas,Nada :) todo era bueno,Nada :),5,5,5,1,2,5,5,5,5,2,5,5,5,5,2,5,3,5,1,2,5
BIOINGENIERIA,SENIOR,2606000,Chico,Bien,9,10,Muy buena,No asistí,Buena,Muy bien,Sí,Empresariales,Muy buena,Muy bien,No,Sí,10,Lo de las drogas,Demasiada teoría,Demasiada teoría,5,5,5,1,1,3,5,4,5,1,5,5,5,5,1,5,5,5,1,1,5
BIOINGENIERIA,SENIOR,2611000,Chico,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,No lo sé,Buena,Bien,Sí,Sí,10,La parte práctica,Nada,La encuesta es repetitiva,5,4,5,2,2,4,4,4,5,2,5,4,4,5,1,4,4,5,1,4,4
BIOINGENIERIA,SENIOR,2703668,Chica,Muy bien,8,8,Buena,Buena,Muy buena,Muy bien,Sí,No sé,Me da igual,Bien,Sí,Sí,9,Todas las actividades,Nada,Nada,4,4,5,2,3,4,4,4,5,2,5,4,3,4,3,4,3,5,2,4,4
BIOINGENIERIA,SENIOR,2708654,Chico,Muy bien,10,10,Buena,No asistí,Muy buena,Muy bien,No sé,Cirujano Cardiovascular,Muy buena,Muy bien,Sí,Sí,9,Ver las muestras de microorganismos en los microscopios,Nada.,"Nada, ha estado muy bien",5,4,5,1,2,4,4,5,5,3,5,5,5,5,2,3,5,5,5,2,4
BIOINGENIERIA,SENIOR,2808149,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Medicina,Muy buena,Bien,Sí,Sí,10,Experimentos,Nada,,5,5,5,1,1,5,5,3,5,1,5,5,5,5,3,5,3,3,1,2,5
BIOINGENIERIA,SENIOR,2812778,Chico,Bien,9,10,Muy buena,Muy buena,Regular,Muy bien,No,No lo se ;(,Buena,Bien,Sí,Sí,8,Los profes y los experimentos,la teoria,La teoría porque al ser de colegios diferentes damos conceptos distintos hay cosas que no sabía y compañeros de aquí si y viceversa,4,2,4,3,2,4,2,3,3,3,5,3,3,4,4,2,4,4,4,5,5
BIOINGENIERIA,SENIOR,3103888,Chico,Muy bien,8,9,Muy buena,No asistí,Buena,Bien,Sí,"Me gustaría trabajar en el campo espacial, en una empresa de cohetes, preferiblemente",Buena,Muy bien,Sí,Sí,8,"Que me ha permitido ver cómo era esta carrera realmente, para poder ir decidiendo los caminos que tomaré","Creo que ha habido experimentos que habrían requerido más conocimientos para entenderlos realmente, pero ha estado bien",Pensar en cosas que sean más realizables y comprensibles para nuestros conocimientos,5,4,5,2,3,4,3,4,5,4,5,4,4,5,3,4,2,4,1,4,4
BIOINGENIERIA,SENIOR,3110083,Chica,Bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniería,Muy buena,Muy bien,Sí,Sí,9,El juego de la presa,Nada,Hacer más Razonamiento por la práctica,5,5,5,1,1,4,5,4,5,1,5,5,5,4,2,3,4,5,1,3,5
BIOINGENIERIA,SENIOR,7065261,Chica,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Todavía no lo sé,Muy buena,Muy bien,Sí,Sí,10,Que he aprendido muchísimo y me ha ofrecido mucha información sobre lo que quiero hacer en el futuro,La verdad es que me ha gustado todo,,5,5,5,1,2,5,5,5,5,1,5,5,5,5,3,5,4,5,1,3,5
BIOINGENIERIA,SENIOR,13062777,Chica,Regular,10,10,Regular,Buena,Buena,Muy bien,No,Enfermera,Buena,Muy bien,Sí,Sí,8,Las prácticas de microscopio,La charla ongd,No,5,5,4,2,1,5,5,4,5,4,5,4,5,5,4,4,4,5,1,5,4
BIOINGENIERIA,SENIOR,17305443,Chica,Bien,9,10,Regular,No asistí,Muy buena,Muy bien,Sí,A algo relacionado con la biología,Me da igual,Bien,Sí,Sí,8,"Las prácticas que hemos hecho, y el juego de rol me ha llamado mucho la atención",Me ha parecido mucha teoría.,Menos teoría y más tiempo para hacer prácticas.,5,5,5,1,2,3,5,4,4,2,5,4,5,5,3,5,4,5,1,4,5
BIOINGENIERIA,SENIOR,100205799,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Biología o quimica,Muy buena,Muy bien,Sí,Sí,10,Todas las Actividades practicas,Nada,Menos teoría y más practica,5,5,5,1,1,4,5,5,5,1,5,5,5,5,1,5,3,5,1,1,4
BIOINGENIERIA,SENIOR,210002006,Chico,Bien,9,9,Buena,Buena,Buena,Bien,Sí,Bioquímico,Buena,Regular,Sí,Sí,10,Química ADN ETC,Física,Nada,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
CIBERSEGURIDAD,SENIOR,101641,Chica,Bien,9,10,Buena,Buena,Buena,Bien,No sé,no se,Buena,Bien,No,No,5,no se,no se,no se,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CIBERSEGURIDAD,SENIOR,104324,Chico,Muy bien,8,10,Buena,Buena,,Muy bien,Sí,Física o Ingeniería,Muy buena,Muy bien,Sí,Sí,9,Las herramientas que hemos aprendido,"Entrar más en detalle en la programación de archivos y demás, el profesor principal le faltaba soltarse un poco a la hora de hablar, pero por el resto bien.",,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
CIBERSEGURIDAD,SENIOR,106789,Chico,Bien,10,10,Buena,Muy buena,Mala,Bien,Sí,mercado de valores,Buena,Muy bien,Sí,Sí,10,nse,nse,nse,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,5
CIBERSEGURIDAD,SENIOR,108994,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,Sí,neurocirujano,Muy buena,Muy bien,Sí,Sí,10,Todo,nada,Lo veo bien como esta,5,5,5,1,1,4,5,5,5,1,5,5,5,5,4,3,4,5,1,2,5
CIBERSEGURIDAD,SENIOR,212885,Chico,Muy bien,10,10,Muy buena,No asistí,Mala,Bien,Sí,"no lo se aun, pensando en ello",Buena,Regular,Sí,Sí,10,"lo aprendido, muy bien hecho los materiales de apoyo",la duracion,se deberia de plantear el hecho de los horarios,3,3,1,1,2,1,1,3,4,4,5,3,2,3,4,1,3,4,3,1,5
CIBERSEGURIDAD,SENIOR,303941,Chico,Regular,7,9,Buena,No asistí,Mala,Regular,Sí,Física,Buena,Muy bien,Sí,Sí,4,El recreo o la salida.,Que algunas cosas no tienen sentido.,La forma de dar la clase y esas cosas.,5,4,5,1,2,3,4,4,5,1,5,4,4,4,2,3,4,4,1,2,3
CIBERSEGURIDAD,SENIOR,304000,Chico,Bien,9,9,Muy buena,Buena,Regular,Muy bien,No sé,No sé,Buena,Muy bien,Sí,Sí,9,El conocimiento de los distintos ataques que te pueden hacer,Despertarme por las mañanas,,3,3,4,2,3,4,3,4,3,2,3,3,4,4,2,3,3,4,2,2,4
CIBERSEGURIDAD,SENIOR,305405,Chico,Regular,10,10,Muy buena,Buena,Regular,Bien,Sí,ingeniero de software,Muy buena,Bien,Sí,Sí,7,lo relacionado con la seguridad,no se,no se,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CIBERSEGURIDAD,SENIOR,404000,Chico,Bien,8,9,Muy buena,No asistí,Muy buena,Bien,Sí,No se,Muy buena,Muy bien,Sí,Sí,9,El Capture the Flag,La escasez inicial de ordenadores,Nada,5,5,5,2,1,4,5,5,5,1,5,5,5,5,2,4,4,5,1,2,4
CIBERSEGURIDAD,SENIOR,405881,Chico,Bien,10,10,Buena,No asistí,Buena,Regular,Sí,Ingenieria,Buena,Muy bien,Sí,Sí,8,no se,No hemos hecho ataques,hacer ataques,5,5,5,1,1,5,5,4,4,1,5,4,5,4,2,3,4,5,1,3,5
CIBERSEGURIDAD,SENIOR,606472,Chico,Bien,10,10,Buena,Muy buena,,Muy bien,Sí,Ingenieria,Muy buena,Bien,Sí,Sí,9,La charla con Roman Ramirez y las practicas con el sistema operativo Linux al utilizar las antenas HackFM,Nada la verdad,La Wi-fi en algunos momentos se corta debido a esto las descargas son lentas.,5,5,5,1,1,4,5,4,5,2,4,5,5,4,1,4,4,4,1,2,4
CIBERSEGURIDAD,SENIOR,703669,Chico,Bien,9,9,Buena,Regular,,Muy bien,Sí,Matematicas,Muy buena,Muy bien,Sí,Sí,8,El ultio da,Falta de material,Mas material,4,5,3,1,1,2,5,4,3,4,5,4,5,4,2,2,3,2,2,1,1
CIBERSEGURIDAD,SENIOR,710906,Chico,Regular,7,8,Muy buena,Muy buena,Muy buena,Bien,Sí,"Arquitectura, ingeniería o ciberseguridad",Buena,Bien,Sí,Sí,8,Es interesante,Es muy corto,,4,5,4,2,1,3,5,3,4,1,4,5,5,5,3,4,3,4,1,2,3
CIBERSEGURIDAD,SENIOR,711046,Chico,Muy bien,10,10,Buena,Muy buena,,Muy bien,Sí,Algo que tenga que ver con la informatica,Muy buena,Bien,Sí,Sí,10,"Los profesores, y la tematica de las clases",nada,,4,4,5,2,1,5,5,4,4,1,5,5,5,5,5,5,5,5,1,5,5
CIBERSEGURIDAD,SENIOR,908497,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ciberseguridad,Muy buena,Muy bien,Sí,Sí,9,Lo aprendido,Madrugar,.,5,5,5,1,5,4,5,4,5,3,5,5,5,5,2,3,4,5,1,2,4
CIBERSEGURIDAD,SENIOR,1005078,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,alguna ingenieria,Muy buena,Bien,Sí,Sí,9,kali,teoria,yo creo que esta todo bien,5,4,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4
CIBERSEGURIDAD,SENIOR,1006462,Chico,Bien,9,9,Buena,Regular,Buena,Muy bien,Sí,Estudiar una ingeniería.,Buena,Bien,Sí,Sí,9,Los materiales y los profesores.,En ocasiones la wifi ha dado problemas.,Hacer las presentaciones más interactivas con los alumnos.,4,5,4,3,1,4,5,3,3,1,4,3,5,4,5,3,3,4,1,5,4
CIBERSEGURIDAD,SENIOR,1112000,Chica,Muy bien,10,10,Muy buena,Muy buena,,Muy bien,Sí,Fisica y matematicas,Muy buena,Muy bien,Sí,Sí,10,lo que he aprendido,nada,nada,5,5,5,1,5,5,5,4,5,1,5,5,5,5,1,5,4,5,1,1,5
CIBERSEGURIDAD,SENIOR,1112643,Chico,Muy bien,10,10,Muy buena,Buena,Buena,Muy bien,Sí,Ingeniero de Telecomunicaciones o Ingeniero Aeroespacial,Muy buena,Muy bien,Sí,Sí,10,El curso ha estado genial en general,No creo que haya habido nada malo,"Ha estado todo muy bien. Como pequeña pega, algunas preguntas de esta encuesta están repetidas.",5,5,5,1,1,5,5,4,5,4,5,5,5,5,4,4,4,5,1,4,4
CIBERSEGURIDAD,SENIOR,1203465,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,no se,Muy buena,Bien,Sí,Sí,9,no se,no se,no se,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
CIBERSEGURIDAD,SENIOR,1204427,Chico,Bien,10,10,Muy buena,Buena,Buena,Bien,Sí,algo relacionado con informatica,Muy buena,Bien,Sí,No,9,el phishing,hackrf,poner ratones a los portátiles,4,4,4,2,1,3,5,3,4,2,4,4,4,4,4,2,3,4,2,4,3
CIBERSEGURIDAD,SENIOR,1212931,Chico,Bien,10,10,Buena,No asistí,Muy buena,Bien,Sí,Industriales,Muy buena,Muy bien,Sí,Sí,8,El material,El recreo,Nada,5,5,4,1,2,3,4,4,4,5,3,4,4,5,4,1,3,5,1,5,5
CIBERSEGURIDAD,SENIOR,1312674,Chico,Bien,10,10,Buena,Muy buena,Regular,Bien,No sé,no lo se aun,Buena,Bien,Sí,Sí,8,aprender sobre ciberseguridad,el horario,el horario,4,3,5,4,4,4,4,3,4,3,4,4,3,3,4,3,3,5,3,4,4
CIBERSEGURIDAD,SENIOR,1411232,Chico,Muy bien,10,10,Muy buena,Buena,Muy buena,Muy bien,Sí,A la informática pero no se en que concretamente,Muy buena,Muy bien,Sí,Sí,10,Lo bien que estaba planteado para que fuerra dinámico,Quizá dedicar menos tiempo a la visita de los laboratorios,Quizá dedicar menos tiempo a la visita de los laboratorios,5,5,5,1,1,4,5,4,5,1,5,5,5,5,4,5,3,5,1,2,4
CIBERSEGURIDAD,SENIOR,1412317,Chico,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Hámbito de ciencias,Buena,Bien,Sí,Sí,10,Los monitores y los contenidos,Todo me ha gustado,Todo es correcto,4,4,5,1,1,4,4,4,4,2,5,4,4,4,4,4,4,4,2,2,4
CIBERSEGURIDAD,SENIOR,1512659,Chico,Muy bien,10,9,Muy buena,No asistí,Regular,Bien,Sí,"Todavía no lo tengo claro, pero me gustaría estudiar alguna ingeniería",Muy buena,Muy bien,Sí,Sí,9,Me ha gustado la competición del último día,"Algunas explicaciones, que aún así, me han gustado",,5,5,5,1,4,5,4,5,5,1,5,4,4,5,3,4,3,5,1,1,5
CIBERSEGURIDAD,SENIOR,1605668,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,ciencias,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,1,1,5
CIBERSEGURIDAD,SENIOR,1701657,Chico,Bien,8,9,Muy buena,No asistí,Buena,Bien,Sí,no lo sé,Buena,Bien,Sí,Sí,8,La prueba final,La teoría que es un pocco complicada de entender,la forma de dar la teoria,4,5,5,1,1,1,5,4,5,4,5,5,5,4,3,4,3,5,1,3,4
CIBERSEGURIDAD,SENIOR,1712155,Chico,Bien,8,8,Muy buena,Buena,Muy buena,Bien,Sí,Ingeniería informática,Buena,Muy bien,Sí,Sí,8,La visita a los laboratorios,La wifi,Los ordenadores,4,4,4,2,2,2,4,4,4,2,5,4,4,2,4,4,4,4,1,4,4
CIBERSEGURIDAD,SENIOR,1801841,Chico,Muy bien,8,9,Buena,No asistí,Buena,Muy bien,No sé,que hubiese un un grado mas de ciberseguridad para los que llan  hecho el primero,Buena,Regular,Sí,Sí,7,ha sido todo,que el patio por circustancias,que fuese ha las 9:00am hasta las 3:00pm,3,3,5,3,3,2,2,2,2,5,4,1,3,3,4,1,5,3,3,3,3
CIBERSEGURIDAD,SENIOR,1804184,Chico,Bien,10,10,Buena,Buena,Buena,Bien,Sí,Ciberseguridad,Muy buena,Bien,Sí,Sí,9,CTF,Empieza muy temprano,,4,4,5,1,1,3,4,4,4,1,5,4,4,4,2,4,4,4,1,3,4
CIBERSEGURIDAD,SENIOR,1808307,Chico,Muy bien,9,9,Buena,Buena,Muy buena,Bien,No sé,"A investigar los cerebros de la gente, y ver la raíz del comportamiento humano.",Buena,Muy bien,Sí,Sí,10,El poder poner en práctica lo que hacemos.,No sé.,Que no esté habilitado el shell shockers para que nadie se distraiga.,5,4,5,2,2,3,5,5,5,4,5,4,3,4,2,3,4,5,2,5,5
CIBERSEGURIDAD,SENIOR,1901365,Chico,Muy bien,10,10,Buena,No asistí,Buena,Muy bien,Sí,Ciberseguridad,Buena,Bien,Sí,Sí,10,Todas las cosas aprendidas ya que es muy interesante todo este tema.,que empiece tan pronto,nada,5,5,5,1,1,5,4,3,4,2,5,4,4,4,3,3,3,5,1,3,5
CIBERSEGURIDAD,SENIOR,1908773,Chico,Bien,10,10,No asistí,No asistí,Regular,Bien,Sí,no se,Buena,Bien,Sí,Sí,9,Patio,Nada.Todo bien,Más tiempo de patio,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,1,5,1,5,5
CIBERSEGURIDAD,SENIOR,2010619,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Programador,Muy buena,Muy bien,Sí,No,9,Jugar al Pacman,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,3,3,3,3,5,1,1,5
CIBERSEGURIDAD,SENIOR,2105971,Chico,Bien,10,10,Muy buena,Buena,Buena,Muy bien,Sí,No lo se la verdad pero siempre he querido algo relacionado con ingenierías. Mecánica o algo de programación.,Muy buena,Bien,Sí,No,10,Me ha gustado todo la verdad. Siempre hay algo que te gusta más o menos pero la  verdad que me ha encantado todo.,Nada la  verdad me ha gustado bastante,Nada,4,4,4,4,2,3,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4
CIBERSEGURIDAD,SENIOR,2112739,Chica,Bien,8,9,Muy buena,No asistí,Muy buena,Bien,Sí,no lo se,Buena,Bien,Sí,Sí,5,competición del último día,no era como me esperaba,hacer cosas más interactivas o con el ordenador,4,4,5,4,1,4,4,3,5,1,5,5,4,4,4,4,3,4,1,3,4
CIBERSEGURIDAD,SENIOR,2404298,Chico,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,ciberseguridad,Muy buena,Muy bien,Sí,Sí,10,Todo,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
CIBERSEGURIDAD,SENIOR,2405234,Chico,Muy bien,10,10,Muy buena,Muy buena,Mala,Bien,Sí,No lo sé,Buena,Bien,Sí,Sí,9,Ayudan a saber los conocimientos basicos sobre la ciberseguridad,No lo sé,No lo sé,4,4,4,3,2,4,5,4,4,1,5,4,4,4,4,4,4,4,1,3,3
CIBERSEGURIDAD,SENIOR,2406134,Chico,Bien,10,10,Muy buena,Muy buena,Regular,Bien,Sí,A las Matematicas,Buena,Muy bien,Sí,Sí,10,la relación con los profesores,un poco avanzado,-,5,5,5,2,2,4,4,5,5,2,5,5,5,5,3,4,4,4,1,4,3
