Curso,Nivel,Codigo,Genero,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion,Valoracion_ingenierias,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
CIENCIA EN LA COCINA,JUNIOR,1110000,Chico,Muy bien,10,10,Buena,Buena,Muy buena,Bien,No sé,ser futbolista oh algo dentro del deporte,Muy buena,Muy bien,Sí,Sí,10,cunado hicimos ravioli o el salchichón de chocolate,nada,el patio porfa  el patio si,3,5,5,1,1,2,1,3,2,1,1,5,5,5,2,2,3,1,2,1,3
CIENCIA EN LA COCINA,JUNIOR,1203514,Chica,Muy bien,10,10,No asistí,No asistí,,Muy bien,Sí,Ingeniería,Buena,Bien,Sí,Sí,9,Es fácil de entender y divertido,Los horarios,Hacer proyectos con otras clases,3,5,4,1,2,2,3,3,3,1,2,3,3,4,4,3,3,4,1,4,5
CIENCIA EN LA COCINA,JUNIOR,1206000,Chica,Muy bien,8,6,No asistí,No asistí,Muy buena,Bien,Sí,No se pero me quiero ir por ciencias,Muy buena,Muy bien,Sí,Sí,9,El trampantojo de fuet,Que habia poco material,Poner mas material y que los profes te traten un poco mejor,5,4,5,2,1,3,4,3,4,4,5,4,4,3,3,4,5,5,2,3,5
CIENCIA EN LA COCINA,JUNIOR,1209000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,farmacia o biofarmacia,Buena,Bien,Sí,Sí,10,todo,no se,nada,4,4,4,2,1,4,5,3,4,2,4,3,4,3,2,4,4,4,1,3,4
CIENCIA EN LA COCINA,JUNIOR,1209000,Chico,Muy bien,10,10,Buena,Regular,Buena,Muy bien,No sé,paleontologo o diseñador de videojuegos,Muy buena,Bien,Sí,Sí,10,cocinar,limpiar,el patio,5,4,5,1,1,4,3,5,5,3,5,5,3,4,1,3,5,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,1311000,Chica,Regular,8,10,No asistí,No asistí,Buena,Muy bien,No sé,no sé,Mala,Bien,Sí,No,10,cocina,teoría,nada,2,3,4,4,3,2,3,2,3,4,5,5,4,3,4,3,5,5,4,5,5
CIENCIA EN LA COCINA,JUNIOR,1312000,Chica,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Enfermera,Buena,Muy bien,Sí,Sí,9,Todas las cosas que hemos aprendido y los profesores,Yo diría que nada,Nada,5,4,5,1,2,4,4,5,5,4,5,4,5,4,1,2,5,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,1402000,Chico,Muy bien,8,9,No asistí,No asistí,Buena,Bien,Sí,"Científico biólogo, historiador, arqueólogo, médico.",Buena,Muy bien,Sí,Sí,10,cocinar,nada,No,5,5,5,1,1,2,5,3,5,1,5,5,5,4,1,5,3,5,1,2,5
CIENCIA EN LA COCINA,JUNIOR,1505000,Chica,Bien,9,8,No asistí,No asistí,Regular,Muy bien,No sé,cocinera o actriz,Buena,Bien,Sí,Sí,10,el caviar,machacar el trigo,subir antes a la gente que ha llegado tarde,4,4,5,2,2,1,4,4,4,1,5,2,2,2,5,3,5,5,1,5,3
CIENCIA EN LA COCINA,JUNIOR,1606000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,ingeniero agricola,Muy buena,Bien,Sí,Sí,10,todo me ha encantado,nada todo me ha gustado mucho,mas cursos en el campus,5,5,5,4,1,5,5,4,5,1,5,5,5,5,3,5,5,5,1,4,5
CIENCIA EN LA COCINA,JUNIOR,1612000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,medicina,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,2,4,4,3,4,5,5,4,5,4,4,4,5,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,1702000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,jugador de la nba y fisioterapeuta,Muy buena,Bien,Sí,Sí,10,los trampantojos,nada,nada,5,5,5,1,5,5,4,5,5,3,5,4,3,5,5,4,5,5,1,5,5
CIENCIA EN LA COCINA,JUNIOR,2003000,Chica,Bien,9,10,No asistí,No asistí,Regular,Muy bien,No sé,Medicina,Buena,Muy bien,Sí,Sí,9,La comida,Teoria,Nada,4,3,4,1,3,4,3,3,3,5,1,4,1,4,3,2,5,2,4,3,5
CIENCIA EN LA COCINA,JUNIOR,2107000,Chico,Bien,10,10,No asistí,No asistí,,Bien,Sí,no lo se,Buena,Bien,Sí,Sí,9,todo,nada,nada,4,4,4,2,2,4,4,4,4,2,4,4,4,4,2,4,3,4,2,2,4
CIENCIA EN LA COCINA,JUNIOR,2110000,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,diseñadora de moda,Buena,Bien,Sí,Sí,9,cocinar,las charlas,no lo sé,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3
CIENCIA EN LA COCINA,JUNIOR,2204000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,ingemiería,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,3,1,3,5,3,5,5,1,5,5,3,3,4,3,5,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,2301000,Chica,Bien,10,10,Mala,Mala,Mala,Muy bien,No sé,artisa o escritora o actriz,Buena,Muy bien,Sí,Sí,10,las explicaciones y el aprendizaje y los compañeros,esperar por las mañanas,nada,4,4,5,1,3,4,3,3,5,3,5,5,4,4,4,3,4,4,1,4,5
CIENCIA EN LA COCINA,JUNIOR,2501000,Chica,Bien,10,10,No asistí,No asistí,Regular,Bien,No sé,No  sé,Me da igual,Bien,Sí,Sí,10,la comida,no sé,nada,3,3,4,3,4,2,3,2,3,4,5,3,2,3,2,3,4,4,1,3,3
CIENCIA EN LA COCINA,JUNIOR,2505000,Chica,Bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Me gustaría dedicarme a una carrera de ciencias.,Buena,Muy bien,Sí,Sí,8,"Todo ha sido genial, he aprendido a hacer pasta fresca, pan, trampantojos y, ¡CAVIAR Y ESFERIFICAIONES!","Pues que nos manchamos un montón, pero así es la cocina, así que, no hay nada malo.","Pues...no se me ocurre nada, está todo genial.",5,4,5,2,2,3,4,4,5,2,5,5,4,5,5,4,5,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,2511000,Chica,Bien,9,10,No asistí,No asistí,,Bien,No,diseñadora de moda o pastelera o diseñadora de interiores,Buena,Bien,Sí,Sí,9,estar con mis amigas,hacer pan,nada,3,1,1,5,5,3,1,1,1,5,4,2,1,4,5,1,3,3,4,5,2
CIENCIA EN LA COCINA,JUNIOR,2604000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,"Científica de medicinas, Programadora o Ingeniera Aeronáutica",Muy buena,Muy bien,Sí,Sí,10,"Estar con personas bastante simpáticas, que los profes eran muy amables y las recetas estaban buenísimas",NADA,"Bueno, no creo que esto se pueda pero mientras que estamos en el patio que haya patinetes y patines para poder dar vueltas por todo el patio",5,4,5,1,5,5,5,4,5,1,5,5,5,5,1,5,4,3,1,3,5
CIENCIA EN LA COCINA,JUNIOR,2703000,Chica,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,"pediatra,  profesora o farmaceútica.",Muy buena,Bien,Sí,Sí,10,los trampantojos y el horno solar,la pantalla que servía para protegernos de COVID,me gustaría que nos dejaran utilizar alguna batidora o cosas así,5,4,5,1,2,4,3,4,5,1,5,4,3,5,3,3,3,5,1,2,4
CIENCIA EN LA COCINA,JUNIOR,2707000,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no sé,Buena,Muy bien,Sí,Sí,10,todo,nada,no,5,3,5,1,3,3,3,5,5,5,5,5,3,5,5,2,5,5,1,5,5
CIENCIA EN LA COCINA,JUNIOR,2707000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,"tengo varias opciones: una de ellas es ser diseñadora de interiores, otra actriz y la última es bióloga marina.",Buena,Bien,Sí,Sí,10,Lo mejor del curso a sido el trampaojo de fuet y morcilla. Por cierto la idea es buernisiman.,Lo peor del curso ha sidoel primer dia cuando nos explicaban la fermentación,Tenéis que mejorar la puntualidad al recreo.,3,4,5,1,2,2,3,3,4,4,5,4,4,3,2,2,2,5,1,1,5
CIENCIA EN LA COCINA,JUNIOR,2802000,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,no lo se,Muy buena,Muy bien,Sí,Sí,10,cocinar,nada,nada,5,5,5,1,1,4,5,4,4,2,4,5,5,3,4,4,4,5,1,3,5
CIENCIA EN LA COCINA,JUNIOR,2812000,Chica,Muy bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,A ser farmaceutica o cocinera,Buena,Regular,Sí,Sí,10,"Las maquinas expendedoras, lavar los recipientes, la comida y divertirme",Las escaleras,Las escaleras,4,3,4,1,3,4,4,4,5,3,5,5,3,5,1,3,5,4,1,1,4
CIENCIA EN LA COCINA,JUNIOR,3006000,Chico,Muy bien,6,10,No asistí,No asistí,Muy buena,Muy bien,No,a ser programador,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5
CIENCIA EN LA COCINA,JUNIOR,3008405,Chica,Bien,10,10,Muy buena,Buena,Muy buena,Muy bien,No sé,profesora y profesora de equitación,Me da igual,Bien,Sí,No,7,la pasta,limpiar,"no, es perfecto",5,2,5,3,3,1,3,2,3,4,5,3,3,3,3,2,5,4,1,1,4
CIENCIA EN LA COCINA,JUNIOR,3103000,Chica,Bien,10,10,No asistí,No asistí,Buena,Muy bien,No sé,Actriz o diseñadora de interior,Buena,Bien,Sí,Sí,10,Los proyectos,Nada,Nada,4,3,5,2,3,3,2,4,5,3,5,5,3,4,2,3,5,5,1,2,5
CIENCIA EN LA COCINA,JUNIOR,3107000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No,aleta,Me da igual,Bien,Sí,Sí,10,hacer pan,hacer pan,nada,3,1,1,3,3,1,1,3,5,1,5,1,1,3,5,1,5,3,3,1,3
CIENCIA EN LA COCINA,JUNIOR,140509000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Médico,Buena,Bien,Sí,Sí,10,Lo cómodo que he estado con mis profesores y compañeros y la ayuda y atención de los profesores en los alumnos,Lo corto que ha sido,Nada,3,3,3,3,3,3,3,4,4,3,5,3,3,3,3,3,3,3,3,3,3
CIENCIA EN LA COCINA,SENIOR,0,Chico,Muy bien,10,10,Muy buena,Buena,Buena,Bien,No sé,no sé,Muy buena,Muy bien,Sí,No,10,trampantojos,nada,que puedas hacer una especie de master chef en sinior,4,3,5,1,3,4,3,4,5,3,5,5,3,4,5,3,3,5,1,2,5
CIENCIA EN LA COCINA,SENIOR,108000,Chica,Muy bien,10,10,Buena,Buena,Muy buena,Bien,No sé,psicología,Buena,Bien,Sí,Sí,9,los trampantojos,nada,tener más materiales,3,3,4,2,3,2,3,3,3,2,4,4,3,3,3,3,4,4,2,4,4
CIENCIA EN LA COCINA,SENIOR,307399,Chica,Muy bien,9,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Arquitecta,Muy buena,Muy bien,Sí,Sí,10,Que hemos aprendido química y cocina a la vez,Nada,Un lavavajillas,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,4,5,5,1,1,5
CIENCIA EN LA COCINA,SENIOR,410452,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,"Probablemente a los estudios de nuevas generaciones, es decir ser maestra o monitora de algún campamento",Muy buena,Mal,Sí,Sí,10,"El profesor y el apoyo han sido súper simpáticos y me han caído genia, además hemos hecho muchísimos talleres súper divertidos e interesantes, realmente me ha encantado todo lo que hemos hecho",Tener que entrar a una hora tan temprana,,5,5,5,2,1,5,5,3,5,2,5,5,5,5,5,5,3,5,1,5,2
CIENCIA EN LA COCINA,SENIOR,712729,Chica,Bien,10,8,Buena,Buena,Muy buena,Muy bien,No sé,No se,Buena,Regular,Sí,No,9,Cocinar chocolate,No se,Que la clase empieza más tarde,3,3,4,3,3,4,3,3,4,3,3,4,3,4,4,3,4,4,3,2,4
CIENCIA EN LA COCINA,SENIOR,904445,Chica,Muy bien,10,9,Buena,Buena,,Muy bien,Sí,a la investigación en medicina,Buena,Muy bien,Sí,Sí,9,"Los trampantojos quedaron súper bien y fueron muy divertidos de hacer, el horno fue muy chulo también y todo lo del chocolate","las esferificaciones por decir algo, pero no estaban mal",poner un fregadero en la clase si se puede para no perder tanto tiempo limpiando,5,5,5,2,1,3,5,4,4,1,4,5,5,5,3,5,3,4,1,3,3
CIENCIA EN LA COCINA,SENIOR,1002218,Chica,Bien,10,9,Regular,Buena,Buena,Bien,Sí,Ingeniero,Buena,Muy bien,Sí,Sí,10,Aprender de todo,El material estropeado (poco),Optar decidir si visitar los laboratorios o no a los que ya los han visitado,5,5,5,2,1,5,5,5,5,2,5,5,5,5,2,2,1,4,1,2,5
CIENCIA EN LA COCINA,SENIOR,1308000,Chica,Muy bien,10,10,Buena,Buena,Buena,Bien,Sí,ingenieria de algo,Buena,Muy bien,Sí,Sí,8,cocinando differentes cosas,la hora que empieza (muy temprano),la hora,4,3,4,2,3,3,4,3,3,2,4,4,4,4,3,4,4,3,2,4,3
CIENCIA EN LA COCINA,SENIOR,1503293,Chica,Muy bien,9,9,Muy buena,Muy buena,Buena,Bien,No sé,Todavía no sé,Buena,Bien,Sí,Sí,9,Que hemos aprendido muchas técnicas diferentes que podremos aplicar en casa y también que los profesores controlan muy bien cada curso.,Que empieza muy pronto aunque entiendo que es para aprovechar más el tiempo.,Creo que todo está bien.,4,5,5,1,2,3,3,4,4,2,5,4,4,4,4,3,4,5,2,2,4
CIENCIA EN LA COCINA,SENIOR,1735443,Chica,Muy bien,10,10,Buena,Buena,Muy buena,Muy bien,Sí,Me gustaría dedicarme a algo relaciondo con la biología,Buena,Muy bien,Sí,Sí,10,Todas las ténicas que he aprendido y la forma en que el profesor nos ha enseñado,Se me ha hecho muy corto,"Para mí el patio se me hacía muy largo, creo que en vez de 45 minutos podrían ser 20, para tener más tiempo para el curso.",4,5,5,1,1,4,5,3,5,1,5,5,5,5,4,5,4,5,1,4,4
CIENCIA EN LA COCINA,SENIOR,1906032,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,"No me queda claro, pero a lo mejkor me gustaría hacer diseño o alguna ingeniería",Buena,Muy bien,Sí,Sí,10,"Los profesores, los conceptos empleados para el curso y la variedad de talleres, en concreto la morcilla patatera, y la pasta.","Podría decir que a lo mejor el gasto comida (aunque se que es muy difícil) y este año en particular. Por último, que la hora de entrada fuera hacia las 9 y media, pero entiendo que sino no da tanto tiempo a las cosas porque como máximo para que lleguemos a comer a casa serían las 2 y media...","Lo que he dicho más o menos en la anterior pregunta, es decir, un poco el gasto de comida, la hora de llegada, y en mi opinión personalmente ubiera preferido no hacer un el taller de la Macedonia, ya que a pesar de que todo el tema de las texturas estuvo muy interesante, el sabor no quedo tan rico y se tiró mucha comida, pero de todos modos todas los demás talleres me han encantado, es una cosa más personal.",4,3,4,2,3,3,3,4,4,3,4,4,3,5,3,3,4,4,2,3,4
CIENCIA EN LA COCINA,SENIOR,2309919,Chica,Regular,8,10,Mala,Buena,Regular,Muy bien,No sé,Psicóloga o abogada,Me da igual,Bien,Sí,Sí,9,El baño,Uno de mis compañeros y las explicaciones teoricas,No hablar tanto y cocinar más,4,4,4,3,3,2,3,3,4,2,5,4,3,5,4,3,4,4,1,3,4
CIENCIA EN LA COCINA,SENIOR,2312587,Chica,Muy bien,10,10,Buena,Buena,Muy buena,Muy bien,No sé,No sé,Buena,Muy bien,Sí,Sí,10,"Las personas, los profesores y las actividades realizadas.",Levantarse pronto,Nada,4,4,5,1,4,5,4,4,5,4,5,4,3,4,3,3,2,5,1,1,5
CIENCIA EN LA COCINA,SENIOR,2605000,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,No sé,"Meteoróloga, diseñadora de interiores",Buena,Bien,Sí,Sí,10,la variedad de comida y técnicas que hemos hecho,que para mi gusto dura mucho,que el patio no sea tan largo para tener mas tiempo de el curso,3,3,4,2,3,4,3,3,3,3,3,3,3,4,2,3,4,3,2,2,3
CIENCIA EN LA COCINA,SENIOR,2907509,Chica,Muy bien,10,10,Muy buena,Buena,Muy buena,Muy bien,Sí,"Ingeniería, Auditora, Arquitecta",Buena,Bien,Sí,Sí,10,"Lo mejor han sido el profesor Nacho y el apoyo Bosco, hacen que ir vengas con muchas más ganas y animada para aprender, y no se forma aburrida sino con prácticas, lo que a hecho que estuvieras más interesado por todo. Son lo mejor, les quiero para el próximo taller que haga.",Quizás la hora pero es entendible para aprovechar mucho más.,Nada en concreto,4,5,5,1,2,4,4,3,4,1,5,5,4,5,2,4,5,5,1,2,5
CIENCIA EN LA COCINA,SENIOR,3010927,Chica,Muy bien,10,10,Buena,Buena,,Muy bien,Sí,"Ingeniería industrial, diseño gráfico o algo relacionado con matemáticas",Muy buena,Muy bien,Sí,Sí,10,El profesor nos daba libertad de elegir lo que hacer. He aprendido cosas sobre ciencia y a la vez sobre cocina. Las actividades eran muy creativas y de un nivel muy razonable,En ciertas ocasiones manchábamos más de lo necesario y había ingredientes que eran muy difíciles de limpiar,"La hora de entrada es demasiado temprano por lo cual se está muy cansado durante las horas de clase y el resto del día. El descanso podría ser más largo, ya que apenas da tiempo a tomarse algo de comida y despejar un poco la mente.",5,5,4,1,1,4,5,5,4,1,5,5,5,4,1,5,4,4,1,1,4
CIENCIA EN LA COCINA,SENIOR,240807384,Chica,Muy bien,10,10,Muy buena,Buena,Buena,Muy bien,Sí,"Piloto de avión, empresaria o chef",Muy buena,Muy bien,Sí,Sí,10,la macedonia en las seis texturas,el horno solar,mejores instalaciones de cocina,5,5,5,5,1,3,5,4,4,2,5,3,5,4,3,3,4,5,1,3,5
DISEÑO 3D,JUNIOR,108000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Regular,Sí,ciencia,Muy buena,Muy bien,Sí,Sí,9,tinkercad,la impresoras no van muy bien,"no, pero hay que r3novar las impresoras 3D",5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,1,5
DISEÑO 3D,JUNIOR,202000,Chica,Muy bien,7,7,Muy buena,No asistí,Buena,Bien,No,no tengo ni idea,Me da igual,Regular,Sí,Sí,9,el lapiz 3D,nada,nada,3,1,5,3,2,1,1,1,2,5,4,2,2,1,5,1,4,3,5,5,4
DISEÑO 3D,JUNIOR,202905,Chico,Bien,10,6,No asistí,No asistí,Buena,Bien,No,informatico,Buena,Muy bien,Sí,Sí,9,lapiz 3D,no se,no se yo lo he visto muy bien,4,4,5,1,3,4,3,4,5,3,5,3,3,3,3,3,4,5,1,3,4
DISEÑO 3D,JUNIOR,249335,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,no lo se,Muy buena,Muy bien,Sí,Sí,10,la impresora,nada,nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,5,5
DISEÑO 3D,JUNIOR,307399,Chica,Bien,9,9,No asistí,No asistí,Buena,Muy bien,Sí,Arquitecta,Muy buena,Muy bien,Sí,Sí,9,Las figuritas,Esperar,Nada,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,4,5,5,1,1,5
DISEÑO 3D,JUNIOR,504000,Chica,Bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,No lo se,Buena,Regular,Sí,Sí,9,Era muy divertido,Nada,Nada,4,3,5,2,2,3,3,4,4,3,5,4,3,4,2,3,4,3,2,2,3
DISEÑO 3D,JUNIOR,506000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,AL CINE,Buena,Muy bien,Sí,Sí,10,Diseñar,nada,nada,4,4,5,1,2,3,4,4,5,3,5,4,4,5,2,3,5,5,2,1,5
DISEÑO 3D,JUNIOR,610000,Chica,Bien,8,9,No asistí,No asistí,Buena,Bien,Sí,No lo sé,Buena,Muy bien,Sí,Sí,9,Todo,Nada,Nada,5,5,5,1,4,5,5,3,5,1,5,5,4,5,3,5,3,4,1,2,4
DISEÑO 3D,JUNIOR,707000,Chico,Bien,9,9,No asistí,No asistí,,Muy bien,Sí,Farmacéutico,Buena,Bien,Sí,No,9,Que puedes tener cosas físicas,Es muy lioso diseñar,Que empieze más tarde,4,3,4,1,2,3,4,5,4,3,5,4,3,4,2,3,4,3,2,2,4
DISEÑO 3D,JUNIOR,804000,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Arquitectura,Muy buena,Bien,Sí,Sí,10,Boli 3D,Nada,Nada,4,4,5,1,3,4,3,4,5,3,5,3,3,3,4,3,3,5,4,5,4
DISEÑO 3D,JUNIOR,1104000,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,No sé,Muy buena,Bien,Sí,Sí,10,todo,nada,nada,5,3,4,1,3,5,3,4,5,3,5,5,3,3,3,3,5,5,1,1,5
DISEÑO 3D,JUNIOR,1310000,Chica,Muy bien,9,8,No asistí,No asistí,Muy buena,Bien,Sí,policía informática,Buena,Muy bien,Sí,Sí,9,todo,el lapiz 3d,algunas impresora,4,4,4,2,2,5,5,2,4,2,5,3,4,4,3,2,5,5,1,4,4
DISEÑO 3D,JUNIOR,1311000,Chica,Bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,No sé,Buena,Bien,Sí,Sí,8,bolis3D,Impresoras,nada,3,4,4,2,3,3,4,3,3,3,5,4,3,4,4,3,5,5,2,4,4
DISEÑO 3D,JUNIOR,1311000,Chico,Bien,7,7,No asistí,No asistí,Buena,Muy bien,No sé,Aun no decidido:I,Buena,Muy bien,Sí,Sí,7,Impresión libre,Falta de relleno :I,El relleno,4,3,5,1,3,3,3,4,3,3,5,5,3,4,2,3,3,5,1,2,5
DISEÑO 3D,JUNIOR,1505000,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,trabajar con animales,Buena,Bien,Sí,Sí,10,todo,que era un poco dificil,nada,4,4,5,1,2,4,4,3,4,2,5,4,4,4,2,3,4,4,1,3,3
DISEÑO 3D,JUNIOR,1709000,Chico,Bien,9,7,Muy buena,Buena,Muy buena,Muy bien,Sí,Ingeniería o arquitectura,Muy buena,Muy bien,Sí,Sí,9,Las cosas que hemos impreso,Hay muchas impresoras rotas,No,5,5,5,2,4,4,5,4,5,1,1,4,5,5,3,5,4,4,1,2,5
DISEÑO 3D,JUNIOR,1711000,Chico,Bien,10,9,No asistí,No asistí,Regular,Muy bien,Sí,cintifico,Buena,Bien,Sí,Sí,10,el boli ;),las visiones ;-;,para nada,4,5,4,2,1,4,4,3,4,1,5,5,5,5,4,5,4,3,1,4,5
DISEÑO 3D,JUNIOR,1805000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,informatico ordenadores,Muy buena,Muy bien,Sí,Sí,10,quenos han dado dos jugetes gratis,nada,nada,4,4,5,1,2,3,5,3,4,3,5,4,5,4,4,3,3,5,2,1,5
DISEÑO 3D,JUNIOR,1809000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,"Abogada, ingeniera eléctrica o científica",Muy buena,Muy bien,Sí,Sí,10,Los bolígrafos 3D,"Las presentaciones, para entender los tipos de impresoras 3D","Algunas impresoras 3D están estropeadas, por ese motivo creo que deberíais renovarlas",5,4,5,1,2,5,4,5,5,2,5,5,4,5,1,4,5,5,1,1,5
DISEÑO 3D,JUNIOR,1812000,Chica,Regular,10,10,No asistí,No asistí,,Muy bien,No sé,no se,Me da igual,Bien,Sí,Sí,10,Que te den lo que diseñas.,La parte teorica...,La parte teorica....,3,3,3,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,1,3
DISEÑO 3D,JUNIOR,2005000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no lo se,Muy buena,Muy bien,Sí,Sí,10,El lapiz 3d,nada,Deberian revisar las impresoras por la noche los conserjes,4,4,4,1,3,4,3,4,5,2,4,2,3,5,2,3,4,5,2,1,4
DISEÑO 3D,JUNIOR,2103000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,ingenieria agricola,Muy buena,Muy bien,Sí,Sí,10,me he llevado muchas figuras 3D,las impresoras van fatal,cambiar las impresoras,5,4,5,1,2,4,4,4,5,2,5,5,4,5,2,4,5,5,1,1,5
DISEÑO 3D,JUNIOR,2207852,Chico,Bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,empresas,Buena,Muy bien,Sí,Sí,9,diseño 3D (tinkerkad),boli 3D,el boli 3D,4,3,4,1,3,3,3,3,4,3,4,4,3,4,3,3,3,3,1,1,3
DISEÑO 3D,JUNIOR,2209000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Ingeniería o historia.,Muy buena,Muy bien,Sí,Sí,10,El aprendizaje y los profesores.,La plataforma Solidedge.,Nada.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,3,5,5,1,1,5
DISEÑO 3D,JUNIOR,2212000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Arquitecto,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,3,1,3,4,3,5,5,3,3,5,3,5,3,3,5,5,1,2,4
DISEÑO 3D,JUNIOR,2302000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Regular,No sé,informatico en tecnologia de componentes de pc,Muy buena,Muy bien,Sí,Sí,10,el lapiz 3D,nada,un poco mas de impresoras 3D  y mas tipos,5,3,5,1,2,4,4,4,4,2,5,5,4,5,1,3,3,4,1,4,5
DISEÑO 3D,JUNIOR,2501987,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,No se,Muy buena,Muy bien,Sí,Sí,10,Poder diseñar tus propias cosas en 3D y después poder imprimirlo en las impresoras 3D,No haber podido ir a los laboratorios,Las impresoras fallan mucho,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,3,5,5,1,5,5
DISEÑO 3D,JUNIOR,2703772,Chica,Bien,9,9,No asistí,No asistí,Buena,Bien,No,no sé,Buena,Bien,Sí,Sí,9,los bilis 3D,las exposiciones,las impresoras,3,3,4,2,3,3,2,3,4,3,5,3,3,2,3,3,4,4,2,4,4
DISEÑO 3D,JUNIOR,2707000,Chico,Bien,10,10,No asistí,No asistí,Buena,Bien,Sí,ingeniero industrial,Muy buena,Muy bien,Sí,Sí,9,Solid edge,Las impresoras y tinkercad,comprar impresoras buenas,5,5,5,1,5,4,5,4,5,1,5,5,5,5,3,5,4,5,1,1,5
DISEÑO 3D,JUNIOR,2808000,Chica,Regular,10,10,No asistí,No asistí,Buena,Bien,No sé,no sé,Me da igual,Regular,Sí,Sí,8,llevarse las figuras,crear las figuras,no sé,4,3,4,2,3,3,3,4,4,3,4,4,3,2,3,3,3,4,2,4,4
DISEÑO 3D,JUNIOR,2808869,Chico,Bien,10,4,No asistí,No asistí,Buena,Regular,No sé,No se,Buena,Bien,No,No,8,Las impresoras 3d,Jimmy,No se todo esta bien,2,2,3,3,4,1,2,4,2,4,5,3,2,2,4,2,5,4,4,5,4
